id,Response
381110,0.028460437495442244
381111,0.32146107129015605
381112,0.2330178036763438
381113,0.0036166209248629814
381114,0.028553696797187993
381115,0.02872065290756218
381116,0.039314402942311116
381117,0.027556900729619818
381118,0.2947292238538075
381119,0.030438611292054683
381120,0.03324463562729872
381121,0.24740529070344583
381122,0.03771407187752507
381123,0.23337804571696416
381124,0.19349450705786503
381125,0.04358028257530868
381126,0.20672768220470256
381127,0.2356484172871374
381128,0.02842669015751247
381129,0.02409451472266234
381130,0.024691973572266723
381131,0.025100844229401478
381132,0.1819568204855245
381133,0.2706528745554489
381134,0.2880829147230656
381135,0.024170201532983902
381136,0.02421954785605893
381137,0.033558089530665636
381138,0.030369343481027763
381139,0.024465020185041396
381140,0.18907402375209562
381141,0.04251902457613162
381142,0.026451232017002637
381143,0.028205813545003577
381144,0.18278060680493968
381145,0.3207746128457309
381146,0.02805437258328904
381147,0.189758314751817
381148,0.028545161916529345
381149,0.044855945153927906
381150,0.21152794680525874
381151,0.25100985860000563
381152,0.036851429407121244
381153,0.2941401452589878
381154,0.2435586876608141
381155,0.31872742354822514
381156,0.028377659718826838
381157,0.6676829974820749
381158,0.20331573379575404
381159,0.2100208040452257
381160,0.2664506702060055
381161,0.003640651865499642
381162,0.028804706191460475
381163,0.24114573271717768
381164,0.028207418453332134
381165,0.20720424555219216
381166,0.2061768683992988
381167,0.02813439822967688
381168,0.024692220029043123
381169,0.7127944154288429
381170,0.027211962189042774
381171,0.02814135131474317
381172,0.19777363579134408
381173,0.2068431404090622
381174,0.0285783528360469
381175,0.025092130926282773
381176,0.03881676817599389
381177,0.2814496059724045
381178,0.25957779395755864
381179,0.024991255716077944
381180,0.6916713568830423
381181,0.02374423131733154
381182,0.27385857454517254
381183,0.025029177137119225
381184,0.004889470932092544
381185,0.024719037813057298
381186,0.2453546242153886
381187,0.24769840349407402
381188,0.2779692298677097
381189,0.7183415263104029
381190,0.02851139477723049
381191,0.254440132108337
381192,0.335616159716051
381193,0.027914067481773157
381194,0.23440619142262195
381195,0.18950438867389494
381196,0.02862225003073484
381197,0.20432574928360925
381198,0.2224261648600168
381199,0.3351280730399003
381200,0.028305785460688158
381201,0.0467540644373323
381202,0.23946259636450135
381203,0.3502487610547878
381204,0.17729835930207402
381205,0.04141576071161249
381206,0.722443553834927
381207,0.025226101965218736
381208,0.18691072519872465
381209,0.024168012959743915
381210,0.19715109978995138
381211,0.039821449060205884
381212,0.2696185537669557
381213,0.2589580434516567
381214,0.2144951634706235
381215,0.1887798198473478
381216,0.17359883409466215
381217,0.026666938970987014
381218,0.2375637783336921
381219,0.18671384664577673
381220,0.005000400477951018
381221,0.2607837887641017
381222,0.027470729217825406
381223,0.03279646165554821
381224,0.18069843039496294
381225,0.23893934146786341
381226,0.33400227648907344
381227,0.20880449365249754
381228,0.1826108673211067
381229,0.20037036620584542
381230,0.024237623438576127
381231,0.024589663782636745
381232,0.22351585850252093
381233,0.023461854133807903
381234,0.2464965808910642
381235,0.028454198468541598
381236,0.18612506469420387
381237,0.028072467499411852
381238,0.025495980142038452
381239,0.02754002934728165
381240,0.025003907781226707
381241,0.22895921500909103
381242,0.02441283542469414
381243,0.029561792093890052
381244,0.18487239396751487
381245,0.042068788245971676
381246,0.21336081517824718
381247,0.2170220434106798
381248,0.024475471820952974
381249,0.20134536460093924
381250,0.027599085945855088
381251,0.03426275949608901
381252,0.027871924211682476
381253,0.02783587801644702
381254,0.04079934097880867
381255,0.30270734658419496
381256,0.30364455805103135
381257,0.024552923425875763
381258,0.005594302702096221
381259,0.6561649456420852
381260,0.6439791501046856
381261,0.18730240529943273
381262,0.2765140097217652
381263,0.022713809167566767
381264,0.21195273534488748
381265,0.20605667537665376
381266,0.024177446214088814
381267,0.038522995722055774
381268,0.02786897925255625
381269,0.18519718035631427
381270,0.18213080158186787
381271,0.24716179995526935
381272,0.028482725436666353
381273,0.04160944170144834
381274,0.025033260599277952
381275,0.03818803425259232
381276,0.18642265097318303
381277,0.028684846693162958
381278,0.2298775349098415
381279,0.3097230575699038
381280,0.02740374418808152
381281,0.23751757541805613
381282,0.024484634418543698
381283,0.027985095151931524
381284,0.23236720304223374
381285,0.024759210362454633
381286,0.04023948234483813
381287,0.03091469641703212
381288,0.2742355497117105
381289,0.23789408868331746
381290,0.24716210234820868
381291,0.21236550692354467
381292,0.18616362919165497
381293,0.027858871821123017
381294,0.19577144847531483
381295,0.024626074750643427
381296,0.34573316205083293
381297,0.0245849854771002
381298,0.043585023785221895
381299,0.040871827077138496
381300,0.7172472799455386
381301,0.2712515062038514
381302,0.024697247573209086
381303,0.02487276412381676
381304,0.027595762767209837
381305,0.18759430913499003
381306,0.3000593628238693
381307,0.024758104770412282
381308,0.22034530903217517
381309,0.024725315248080987
381310,0.2513471418370301
381311,0.029236050339312345
381312,0.02882038309290208
381313,0.27769612252533926
381314,0.7379684595196073
381315,0.024145087891102642
381316,0.2993367503390565
381317,0.7431786763597876
381318,0.19492921899620258
381319,0.028374064705710644
381320,0.1891821646501642
381321,0.20264347796445142
381322,0.27465705458903866
381323,0.7432760120231815
381324,0.03680988520630512
381325,0.22618172752661236
381326,0.028168771013508818
381327,0.29837751775257054
381328,0.029173238645454565
381329,0.2151821753160071
381330,0.04017160241396831
381331,0.20862889692641398
381332,0.024822796335319818
381333,0.0241916463306018
381334,0.027497143000531632
381335,0.027841832904245106
381336,0.028153007901902945
381337,0.027539258726941858
381338,0.2293301651288172
381339,0.1839375929824026
381340,0.03386295863953793
381341,0.027913420722363937
381342,0.02820327134034619
381343,0.034860188900468415
381344,0.21777902511835026
381345,0.025103015626129366
381346,0.18300590179949022
381347,0.2895665131211937
381348,0.028807950088328597
381349,0.0244666215185491
381350,0.024911778610667682
381351,0.29084384829798543
381352,0.04671062016277095
381353,0.27837786724632746
381354,0.023726764971202012
381355,0.028491952314018375
381356,0.029381187686644706
381357,0.024256477653132755
381358,0.03250581802680347
381359,0.20686896106226738
381360,0.2474208082602864
381361,0.024911442104580673
381362,0.713580182954957
381363,0.7654131030878706
381364,0.037891615176382065
381365,0.21371032899816184
381366,0.23482171356380924
381367,0.19559280573065704
381368,0.022508780011518237
381369,0.2247079442043448
381370,0.030002290923114086
381371,0.22275415019589
381372,0.2808988278352992
381373,0.028572858446595045
381374,0.20342249707078983
381375,0.028256710556796946
381376,0.2942831443930916
381377,0.006257549220201587
381378,0.20626208979758512
381379,0.1850401897701589
381380,0.02502250375393296
381381,0.19125706169761073
381382,0.214339518018313
381383,0.024500536898689054
381384,0.27194855086215525
381385,0.2061992776973389
381386,0.2879911560594029
381387,0.2536611161089906
381388,0.2948236684517552
381389,0.2826299124683149
381390,0.23933963560238458
381391,0.22135189513883136
381392,0.21592688849459496
381393,0.026933299906282397
381394,0.02639521310350889
381395,0.18331726075813817
381396,0.023836003386921132
381397,0.03071283949340881
381398,0.02900006829183419
381399,0.026080319467726418
381400,0.023506755134077937
381401,0.67699464267018
381402,0.23570625976040985
381403,0.034103770563757345
381404,0.1816806334830594
381405,0.2575708737784186
381406,0.21786971845793196
381407,0.3185908591936769
381408,0.2638236320529724
381409,0.6654858863565737
381410,0.03125390584948771
381411,0.18027699955316157
381412,0.18797155428606457
381413,0.18513986405264413
381414,0.2187009693745424
381415,0.026784868455032543
381416,0.0247921353733127
381417,0.2695602195607965
381418,0.024067178860109645
381419,0.028320832607591006
381420,0.02474622631028776
381421,0.19194208862002674
381422,0.2089736137249166
381423,0.24808885294125327
381424,0.03297991447056623
381425,0.24210304762174334
381426,0.002958524590040639
381427,0.024076615150165705
381428,0.19940439167009485
381429,0.29711501277828556
381430,0.22269092522884645
381431,0.7481644675501762
381432,0.2053891778702317
381433,0.30343394477247465
381434,0.023912365465811262
381435,0.2051239613851019
381436,0.2987984534135175
381437,0.2442979002553053
381438,0.20181021150050832
381439,0.23573552738237366
381440,0.046839294948046215
381441,0.25130317093964194
381442,0.18585105879733768
381443,0.19077974898655545
381444,0.027167166456029707
381445,0.027662224548228333
381446,0.30744261731808914
381447,0.18790059692755104
381448,0.024793029455958494
381449,0.18010821843893463
381450,0.2985927750522937
381451,0.028893267527218644
381452,0.27348782042741726
381453,0.03111291338618608
381454,0.6866769775311012
381455,0.19370392195992933
381456,0.2749708089049007
381457,0.17870781899472565
381458,0.02454856828293168
381459,0.025161393387416364
381460,0.025549856576439604
381461,0.023570879625314563
381462,0.02512724120490311
381463,0.3497646089658856
381464,0.20675125129633581
381465,0.29008174934532194
381466,0.02768877362209453
381467,0.6698876082161144
381468,0.03668779975967067
381469,0.2705415334097162
381470,0.2744448265860206
381471,0.6811538558197129
381472,0.22776076137513687
381473,0.2787965871416454
381474,0.02651181318674902
381475,0.30565699442115307
381476,0.18737704220854867
381477,0.030323265719752687
381478,0.03030052305353733
381479,0.3145652481391198
381480,0.028317310546407636
381481,0.33254003241957214
381482,0.23561652072190936
381483,0.02251340448946175
381484,0.6907861859282348
381485,0.20782907579903329
381486,0.037741600668679924
381487,0.7397710323378186
381488,0.0284946314653484
381489,0.24534495708803367
381490,0.2123807373638727
381491,0.28334533659529587
381492,0.34751091142468554
381493,0.024837473666989757
381494,0.043929293850408106
381495,0.02528791859504814
381496,0.2613282695902808
381497,0.0354128844288398
381498,0.02766117533260703
381499,0.20327895279312255
381500,0.6307149569271563
381501,0.2783415171280908
381502,0.040136782238133835
381503,0.025032049352147763
381504,0.023775597638158858
381505,0.023149759636040847
381506,0.045267820159610124
381507,0.22519898201792796
381508,0.031470336544629954
381509,0.2392194740026273
381510,0.21392601793108576
381511,0.21151513564049523
381512,0.04085717368829856
381513,0.30041744818732463
381514,0.2190819930715433
381515,0.2889882047602343
381516,0.02354977645754886
381517,0.3319973503053171
381518,0.2837055356559038
381519,0.30527590861024534
381520,0.22684992827959027
381521,0.30799217090511416
381522,0.025388687706983406
381523,0.024601925672142068
381524,0.1805289590688412
381525,0.028143573837872554
381526,0.0416759129925449
381527,0.02462776583427261
381528,0.004016355580391309
381529,0.024864824677838137
381530,0.23838257066089427
381531,0.2958138737610877
381532,0.1942323764444426
381533,0.0406964928275843
381534,0.024444349813643955
381535,0.300015247167905
381536,0.22377978162907655
381537,0.2744057130515778
381538,0.25786447946052654
381539,0.2125880938652825
381540,0.02808292957873832
381541,0.02488138332279932
381542,0.24492804023391718
381543,0.30104892115504855
381544,0.026233915889511503
381545,0.031238756235859796
381546,0.3494086778000605
381547,0.24224598688068877
381548,0.23426187860394362
381549,0.23662970519854284
381550,0.027771090920924713
381551,0.19534405181404801
381552,0.20492623861099957
381553,0.028899553467142756
381554,0.25894795997455505
381555,0.02455363902399802
381556,0.17589000507460245
381557,0.2052831042258724
381558,0.046899817051750635
381559,0.6535621194319544
381560,0.20750718681149655
381561,0.02502828901686306
381562,0.039355996422375174
381563,0.20710951782007145
381564,0.005554193469186933
381565,0.2837457073199761
381566,0.029794367216981706
381567,0.04431314221610463
381568,0.2690222900657224
381569,0.02838555649693314
381570,0.25191687304542454
381571,0.040246426317212224
381572,0.6399587978611208
381573,0.18401677918153755
381574,0.7677705972723063
381575,0.03178982355286704
381576,0.2345386028795303
381577,0.025746516249786515
381578,0.30902956720403885
381579,0.18074570313423036
381580,0.03332618457829126
381581,0.02768923702938679
381582,0.028201268133822954
381583,0.02862934665352865
381584,0.27434410840414747
381585,0.025853545844232797
381586,0.26116943247915275
381587,0.2030533732441419
381588,0.27429409235190066
381589,0.024372706837749485
381590,0.0036776624606018205
381591,0.28418456914392465
381592,0.18534592170576014
381593,0.2857497262878194
381594,0.004829209595141616
381595,0.0042984161673830954
381596,0.19890460889431513
381597,0.20037420241223203
381598,0.23046943272351147
381599,0.03922821823464449
381600,0.026568439139455672
381601,0.02406392313145208
381602,0.024564039126881074
381603,0.666692586046238
381604,0.21642018195909235
381605,0.02517444694395439
381606,0.27942155809677977
381607,0.23596688189957918
381608,0.27338595446976693
381609,0.2238275811312051
381610,0.02486434506797245
381611,0.20977646972702152
381612,0.24333901640702713
381613,0.024905762119042087
381614,0.18053673349262353
381615,0.18195279012264132
381616,0.034783045084120896
381617,0.646741566891205
381618,0.023973240981142403
381619,0.20383058168824905
381620,0.20669204883690548
381621,0.033225146155022395
381622,0.024358005999698593
381623,0.2694961021206209
381624,0.028437859927090022
381625,0.02864045861929341
381626,0.0482530835623907
381627,0.024249414782683696
381628,0.23336458865188292
381629,0.23713904372098524
381630,0.18578889700872425
381631,0.024911077270599536
381632,0.25955551890501183
381633,0.267951448423205
381634,0.024167456650493965
381635,0.303238375697314
381636,0.26265469065984354
